% 1. Title: Gender Text Database 
@RELATION genderText

@ATTRIBUTE	and	NUMERIC
@ATTRIBUTE	all	NUMERIC
@ATTRIBUTE	can	NUMERIC
@ATTRIBUTE	is	NUMERIC
@ATTRIBUTE	it	NUMERIC
@ATTRIBUTE	an	NUMERIC
@ATTRIBUTE	as	NUMERIC
@ATTRIBUTE	at	NUMERIC
@ATTRIBUTE	have	NUMERIC
@ATTRIBUTE	in	NUMERIC
@ATTRIBUTE	out	NUMERIC
@ATTRIBUTE	what	NUMERIC
@ATTRIBUTE	from	NUMERIC
@ATTRIBUTE	for	NUMERIC
@ATTRIBUTE	there	NUMERIC
@ATTRIBUTE	when	NUMERIC
@ATTRIBUTE	been	NUMERIC
@ATTRIBUTE	to	NUMERIC
@ATTRIBUTE	which	NUMERIC
@ATTRIBUTE	you	NUMERIC
@ATTRIBUTE	has	NUMERIC
@ATTRIBUTE	was	NUMERIC
@ATTRIBUTE	more	NUMERIC
@ATTRIBUTE	be	NUMERIC
@ATTRIBUTE	we	NUMERIC
@ATTRIBUTE	his	NUMERIC
@ATTRIBUTE	that	NUMERIC
@ATTRIBUTE	who	NUMERIC
@ATTRIBUTE	but	NUMERIC
@ATTRIBUTE	they	NUMERIC
@ATTRIBUTE	not	NUMERIC
@ATTRIBUTE	one	NUMERIC
@ATTRIBUTE	with	NUMERIC
@ATTRIBUTE	by	NUMERIC
@ATTRIBUTE	he	NUMERIC
@ATTRIBUTE	a	NUMERIC
@ATTRIBUTE	on	NUMERIC
@ATTRIBUTE	about	NUMERIC
@ATTRIBUTE	like	NUMERIC
@ATTRIBUTE	i	NUMERIC
@ATTRIBUTE	of	NUMERIC
@ATTRIBUTE	up	NUMERIC
@ATTRIBUTE	or	NUMERIC
@ATTRIBUTE	this	NUMERIC
@ATTRIBUTE	s	NUMERIC
@ATTRIBUTE	so	NUMERIC
@ATTRIBUTE	t	NUMERIC
@ATTRIBUTE	the	NUMERIC
@ATTRIBUTE	my	NUMERIC
@ATTRIBUTE	are	NUMERIC
@ATTRIBUTE	gender	{male,female}

@DATA
1.34,0.31,0.0,2.07,0.83,0.62,0.31,0.83,1.76,1.34,0.31,0.31,0.41,0.93,0.62,0.0,0.21,3.72,0.1,0.93,0.31,0.1,0.21,0.62,0.41,0.1,1.86,0.62,0.31,0.31,1.65,0.93,0.21,0.83,0.21,3.52,0.41,0.0,0.0,1.03,3.31,0.1,0.62,0.31,0.1,0.21,0.0,5.17,0.52,0.62,female
3.35,0.87,0.62,0.87,0.37,0.12,0.74,0.25,1.36,1.49,0.37,0.0,0.5,0.87,0.25,0.74,0.25,3.47,0.37,0.62,0.25,0.74,0.0,0.74,0.25,0.25,1.49,0.74,0.62,0.25,0.62,0.12,0.99,0.25,0.5,1.98,0.74,0.12,0.12,3.72,2.35,0.12,0.62,0.37,0.25,0.62,0.0,5.7,1.49,0.5,female
2.49,0.13,0.32,0.89,2.36,0.26,0.38,0.51,1.02,2.1,0.13,0.57,0.38,0.89,0.38,0.32,0.26,3.19,0.19,1.79,0.06,1.79,0.26,0.51,2.3,0.38,1.21,0.19,0.7,0.32,0.13,0.38,1.02,0.13,0.64,2.61,1.15,0.38,0.51,1.85,1.85,0.26,0.26,0.7,1.53,0.89,0.64,5.17,0.13,0.51,male
1.93,0.3,0.0,1.34,0.74,0.15,0.74,0.59,0.15,1.93,0.3,0.15,0.3,0.89,0.0,0.3,0.74,2.08,0.59,0.15,1.19,0.74,0.45,0.45,0.89,0.0,2.37,0.0,0.15,0.0,0.3,0.15,0.45,0.3,0.3,2.52,1.04,0.15,0.0,0.0,3.12,0.15,0.15,0.74,0.89,0.0,0.3,6.38,0.0,0.59,male
1.79,0.45,0.22,0.45,0.45,0.22,0.22,0.89,0.67,2.9,0.0,0.0,1.34,0.67,0.22,0.45,0.22,1.56,0.0,0.45,0.0,1.79,0.0,0.22,0.22,0.45,0.0,0.89,0.67,0.22,0.0,0.22,1.34,0.45,1.12,3.57,0.67,0.22,0.45,1.12,1.56,0.0,0.22,1.56,0.67,0.67,0.45,4.24,1.12,0.0,male
3.95,0.44,0.0,1.75,1.32,0.0,0.88,0.88,0.0,0.44,0.88,0.0,0.88,0.88,0.0,0.0,0.0,1.32,0.88,0.0,0.0,0.0,1.75,0.0,0.0,0.0,2.19,0.44,1.32,0.88,0.44,0.0,0.88,0.0,0.0,0.44,0.0,0.44,1.32,3.07,6.14,0.0,0.88,0.0,0.44,0.44,0.44,8.77,0.44,0.88,male
1.93,0.0,0.0,0.53,0.88,0.18,0.88,0.7,0.53,1.93,0.18,0.0,0.88,0.7,0.0,0.0,0.0,1.93,0.0,0.18,0.18,0.0,0.88,0.88,0.0,1.23,1.75,0.88,1.05,0.7,0.35,0.53,0.35,0.7,0.7,1.58,1.05,0.35,0.18,3.5,3.15,0.0,0.35,1.05,1.58,0.35,1.05,3.68,0.35,0.53,female
1.59,0.67,0.25,1.09,1.51,0.25,0.5,1.09,0.5,1.51,0.34,0.0,0.75,0.84,0.34,0.34,0.67,4.27,0.17,0.75,1.01,0.67,0.0,0.42,0.25,1.09,1.17,0.08,0.84,0.17,1.09,0.25,0.84,0.59,0.17,3.02,1.01,0.34,0.0,0.34,2.68,0.17,0.08,0.67,0.34,0.17,0.17,5.62,0.0,0.42,female
3.06,0.11,0.42,1.8,1.06,0.32,1.27,0.53,0.53,0.42,0.0,0.0,0.42,1.37,0.21,0.21,0.0,3.59,0.42,0.11,0.11,0.63,0.11,1.06,0.11,0.0,1.37,0.21,0.63,0.42,1.06,0.21,0.53,0.53,0.11,2.43,0.42,0.32,0.11,2.11,2.64,0.0,0.63,0.42,0.53,0.32,0.11,5.6,1.37,0.74,female
2.11,0.59,0.35,1.41,0.94,0.35,0.47,0.0,0.7,2.11,0.12,0.47,0.35,1.29,0.35,0.23,0.35,2.93,0.47,0.23,0.47,0.23,0.12,0.94,0.7,0.47,1.29,0.35,0.82,0.0,0.59,0.35,0.23,0.23,0.59,1.64,1.41,0.59,0.12,1.41,2.11,0.0,0.23,1.99,0.94,0.12,0.7,5.97,0.23,0.47,female
2.93,0.18,0.0,0.92,0.37,0.0,0.55,0.92,0.37,1.28,0.18,0.0,0.18,0.18,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.92,0.18,0.37,0.0,0.0,1.1,0.18,0.73,0.73,0.37,0.18,0.18,0.0,0.37,2.93,1.65,0.18,0.0,0.0,8.42,0.0,0.0,0.18,0.55,0.55,0.0,6.41,0.0,0.55,male
4.36,0.24,0.0,0.47,0.83,0.12,1.06,0.12,0.71,4.01,0.0,0.0,0.12,2.95,0.0,0.12,0.47,3.66,0.24,0.0,0.71,0.59,0.0,0.35,0.0,1.3,0.59,0.24,0.35,0.12,0.0,0.24,0.59,0.35,2.36,2.48,0.59,0.0,0.0,1.18,3.3,0.24,0.0,0.0,0.35,0.0,0.0,4.6,0.59,0.12,male
2.96,0.46,0.46,2.5,1.02,0.68,0.68,0.0,0.46,1.25,0.34,0.0,0.34,0.91,0.11,0.23,0.11,3.3,0.34,0.0,0.0,0.0,0.34,0.8,0.34,0.0,1.59,0.23,0.34,0.11,0.68,0.11,1.59,0.57,0.0,2.28,0.57,0.11,0.23,0.46,2.84,0.0,0.57,0.68,0.8,0.0,0.0,5.8,0.0,1.25,female
1.51,0.41,0.0,0.96,0.41,0.0,0.41,0.14,0.0,2.06,0.41,0.14,0.41,0.41,0.14,0.14,0.0,2.06,0.27,0.41,0.27,0.82,0.14,0.27,0.14,1.23,1.23,0.82,0.14,0.0,0.55,0.82,0.82,0.69,0.82,2.33,0.69,0.69,0.14,1.92,3.7,0.0,0.82,0.27,0.69,0.14,0.27,3.98,1.37,0.14,male
2.76,0.25,0.25,1.88,0.38,0.25,0.5,0.88,0.88,1.51,0.0,0.13,0.25,1.38,0.63,0.25,0.25,2.13,0.38,0.88,0.25,0.0,0.13,1.25,0.25,0.13,1.51,0.5,0.5,0.63,0.63,0.0,0.63,0.38,0.25,2.13,0.5,0.13,0.25,0.13,3.51,0.13,0.25,0.13,0.5,0.13,0.0,7.78,0.0,0.88,female
4.35,0.5,0.5,1.0,1.0,0.62,0.62,0.37,0.75,1.12,0.5,0.62,0.37,1.24,0.75,0.12,0.12,4.23,0.12,2.24,0.25,0.0,0.62,1.62,0.25,0.12,1.24,0.5,0.37,0.62,0.37,0.12,0.5,0.12,0.37,1.99,0.5,0.37,0.12,0.0,1.74,0.25,0.75,0.12,0.87,0.25,0.12,5.22,0.0,1.74,female
3.97,0.0,0.0,0.0,2.65,0.66,0.0,0.0,1.32,0.0,0.66,0.0,0.66,0.66,0.0,0.0,0.0,3.31,0.66,0.0,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,1.99,0.0,0.0,0.0,2.65,1.32,0.0,0.0,1.32,4.64,0.0,0.0,1.32,0.66,0.0,0.0,5.3,0.0,0.66,male
2.54,0.64,0.11,1.17,1.69,0.64,0.64,0.64,0.32,2.12,0.42,0.11,0.42,1.06,0.32,0.11,0.11,2.86,0.21,0.53,0.42,0.11,0.32,0.0,0.11,0.0,0.95,0.21,0.42,0.0,0.32,0.11,1.06,0.53,0.0,2.33,0.64,0.42,0.32,1.69,2.54,0.42,0.64,1.38,1.17,0.21,0.11,8.05,0.21,0.21,male
3.54,0.39,0.13,1.31,1.18,0.26,0.26,0.26,1.05,1.44,0.0,0.39,0.13,0.13,0.52,0.26,0.26,3.93,0.26,0.52,0.39,1.05,0.26,0.52,0.92,0.13,1.57,0.26,0.13,0.52,0.79,0.13,0.92,0.26,0.13,2.1,0.79,0.39,0.26,2.62,2.88,0.0,0.39,0.79,0.13,0.39,0.0,5.5,1.05,0.13,female
3.34,0.87,0.15,1.16,0.44,0.15,0.58,0.15,0.58,2.03,0.0,0.15,0.15,0.44,0.15,0.29,0.15,3.34,0.15,0.29,0.15,0.44,0.58,1.45,0.58,0.15,1.6,0.15,0.58,0.44,0.58,0.0,0.58,0.58,0.44,1.74,0.87,0.29,0.15,1.31,3.2,0.15,0.29,0.29,0.44,0.15,0.15,4.07,0.29,0.87,female
3.11,0.27,0.0,1.76,0.54,0.14,0.27,0.41,0.68,1.62,0.0,0.0,1.22,0.68,0.14,0.14,0.14,3.65,0.81,0.0,0.41,0.81,0.27,0.81,0.41,1.22,0.81,0.41,0.14,0.14,0.27,0.41,0.54,0.54,0.54,2.57,0.81,0.54,0.14,1.08,3.79,0.27,0.54,0.41,1.22,0.41,0.0,4.6,0.14,0.41,female
2.27,0.13,0.4,0.4,0.4,0.27,0.67,0.27,0.0,1.74,0.13,0.13,0.67,1.07,0.0,0.13,0.13,3.47,0.0,0.0,0.13,0.8,0.13,0.27,0.0,1.34,0.8,0.4,0.13,0.0,0.27,0.4,0.8,0.4,3.07,4.54,0.27,0.53,0.27,2.0,1.34,0.0,0.13,0.8,1.07,0.53,0.13,2.27,1.74,0.0,male
3.3,0.23,0.15,1.99,0.77,0.61,0.69,0.54,0.54,1.38,0.08,0.23,0.15,1.07,0.54,0.54,0.31,2.84,0.46,0.61,0.46,0.31,0.31,0.69,0.31,0.0,0.61,0.46,0.08,0.31,1.0,0.15,1.15,0.54,0.0,1.53,0.46,0.23,0.15,0.61,2.84,0.23,0.77,0.31,0.77,0.38,0.0,7.29,0.46,0.92,female
2.76,0.0,0.22,2.1,1.66,0.44,0.77,0.11,0.44,1.77,0.0,0.44,0.33,1.77,0.11,0.44,0.55,2.87,0.11,0.0,1.66,0.33,0.22,0.66,0.0,0.22,1.77,0.33,0.99,0.0,1.1,0.22,0.55,0.33,0.66,2.65,0.33,0.44,0.0,0.22,2.21,0.0,0.0,0.55,0.77,0.22,0.22,3.97,0.11,0.22,male
1.89,0.15,0.44,0.58,1.89,0.29,0.29,0.15,0.15,1.45,0.0,0.44,0.15,1.45,0.15,0.44,0.0,3.92,0.44,0.87,0.29,0.15,0.15,1.16,0.15,0.0,1.6,0.44,0.44,0.15,0.0,0.44,1.16,0.29,0.29,1.89,0.58,0.44,0.0,1.45,1.45,0.15,1.02,0.15,1.45,0.58,0.15,4.36,0.44,0.44,male
2.7,0.0,0.0,0.74,0.98,0.0,0.25,0.98,0.37,1.47,0.12,0.25,0.37,0.98,0.25,0.37,0.12,2.33,0.0,0.0,0.61,0.49,0.0,0.37,0.25,0.37,0.86,0.49,0.49,0.37,0.12,0.37,1.47,0.12,0.74,3.56,0.74,0.12,0.12,2.7,2.21,0.49,0.37,0.49,0.61,0.37,0.61,4.29,1.47,0.25,male
1.9,0.14,0.14,0.54,0.41,0.27,0.95,0.14,0.54,2.44,0.0,0.14,0.41,0.68,0.27,0.14,0.14,1.63,0.0,0.68,0.27,1.63,0.0,0.14,0.27,0.95,1.09,1.22,0.41,1.36,0.0,0.41,0.54,0.14,0.81,2.44,1.22,0.14,0.41,0.95,1.9,0.14,0.14,0.54,1.49,0.0,0.81,5.43,0.27,0.41,male
2.13,0.24,0.24,0.24,0.47,0.0,0.24,0.47,0.71,1.66,0.0,0.47,0.0,1.42,0.24,0.0,0.24,1.9,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.47,1.18,0.47,0.24,0.0,0.0,0.71,0.71,0.47,0.95,1.42,1.18,0.0,0.0,1.9,4.5,0.24,0.24,0.71,1.66,0.71,0.24,5.69,0.47,0.24,female
2.14,0.27,0.0,0.13,0.54,1.07,0.54,0.54,0.0,1.47,0.4,0.0,0.27,1.47,0.0,0.13,0.13,1.74,0.4,0.0,0.13,1.47,0.13,0.4,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.4,0.94,0.0,0.0,2.95,1.07,0.0,0.0,0.0,3.75,0.27,0.0,0.0,0.67,0.13,0.13,8.43,0.0,0.0,female
3.31,0.47,0.28,1.09,2.18,0.28,0.76,0.43,1.04,0.95,0.33,0.47,0.47,0.8,0.8,0.43,0.19,2.98,0.09,2.08,0.09,0.99,0.61,0.66,0.19,0.24,1.89,0.09,0.9,0.47,0.43,0.33,0.85,0.14,0.19,2.74,0.47,0.76,0.61,4.97,1.84,0.33,0.52,0.47,1.37,0.99,0.28,3.74,0.66,0.33,male
0.67,1.33,1.0,0.67,1.67,0.0,0.67,1.0,0.0,0.33,1.0,0.0,0.33,0.67,0.67,0.67,0.33,3.0,0.33,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.33,0.33,0.67,0.33,0.0,0.0,1.33,0.67,0.33,3.0,1.0,0.33,0.0,0.0,5.67,0.33,0.0,0.0,0.67,0.33,0.0,7.67,0.0,0.67,male
2.81,0.1,0.0,0.58,1.06,0.48,0.87,0.87,0.58,2.32,0.19,0.19,0.29,0.97,0.19,0.19,0.77,2.52,0.29,0.0,1.06,0.39,0.19,0.29,0.0,0.1,1.55,1.26,0.29,0.48,0.77,0.48,0.87,0.58,0.29,2.32,0.77,0.19,0.0,0.1,2.61,0.19,0.1,0.1,1.16,0.1,0.0,6.49,0.0,0.0,male
2.36,0.12,0.12,0.12,0.12,0.62,0.62,1.74,0.0,0.99,0.12,0.12,0.5,0.62,0.0,0.25,0.0,1.74,0.25,0.5,0.12,1.24,0.5,0.25,0.25,0.5,0.75,0.25,0.25,0.0,0.0,0.37,0.12,0.12,0.75,3.35,1.24,0.12,0.25,3.6,1.61,0.12,0.12,0.5,0.37,0.37,0.37,4.6,1.12,0.0,male
2.53,0.38,0.41,0.68,2.41,0.26,1.09,0.64,0.53,1.39,0.38,0.79,0.6,0.94,0.3,0.38,0.49,2.41,0.08,1.96,0.15,1.43,0.08,0.3,0.83,0.15,1.02,0.19,0.79,0.68,0.19,0.23,0.57,0.19,0.3,2.37,0.45,0.41,0.6,5.88,1.39,0.83,0.11,0.49,1.13,1.13,0.98,2.34,1.24,0.23,male
2.96,0.0,0.4,0.4,1.19,0.4,0.59,0.59,0.2,0.79,0.79,0.2,0.79,0.79,0.4,0.4,0.2,4.15,0.2,0.59,0.59,0.4,0.2,0.79,1.19,0.0,0.99,0.2,0.79,0.99,0.2,0.0,0.99,0.2,0.2,3.16,0.59,0.59,0.2,0.2,1.38,0.4,0.2,0.4,2.57,0.2,0.4,3.36,0.4,0.4,female
3.7,0.14,0.27,1.51,0.96,0.55,0.41,0.55,0.68,1.51,0.41,0.14,0.41,1.23,0.68,0.27,0.82,2.74,0.27,0.27,0.55,0.27,0.27,0.27,0.0,0.27,1.51,0.41,0.0,0.0,0.41,0.27,0.55,0.41,0.41,2.6,0.68,0.55,0.27,0.14,2.88,0.27,0.27,0.55,1.78,0.27,0.14,6.58,0.0,0.68,male
3.51,0.39,0.26,1.3,1.04,0.13,0.65,0.65,0.78,1.43,0.0,0.13,0.52,1.43,0.39,0.26,0.13,4.55,0.26,0.52,0.52,0.26,0.39,0.78,0.39,0.13,0.78,0.39,0.65,0.26,0.65,0.78,0.52,0.65,0.13,2.73,1.17,0.26,0.52,0.39,2.21,0.26,0.91,0.26,0.26,0.26,0.0,5.07,0.39,1.17,female
3.65,0.61,0.0,0.61,0.85,0.24,0.49,0.85,0.24,1.58,0.12,0.12,0.0,0.85,0.24,0.12,0.49,3.04,0.49,0.0,0.24,0.73,0.73,1.09,0.85,0.0,1.58,0.36,0.49,0.61,1.34,0.61,0.61,0.49,0.0,2.19,0.73,0.12,0.24,0.97,2.92,0.12,0.36,0.85,0.0,0.36,0.0,6.08,0.61,0.85,female
2.73,0.68,0.45,0.91,1.59,0.23,0.68,0.45,0.23,0.68,0.91,0.23,0.91,1.59,0.0,0.23,0.0,2.05,0.91,0.0,0.23,0.0,0.68,0.45,0.0,0.23,1.82,0.23,0.45,0.68,0.45,0.45,0.23,0.23,0.23,2.05,0.91,0.0,0.0,0.0,2.27,0.23,1.36,0.45,1.14,0.68,0.23,8.18,0.23,1.14,male
1.8,0.33,0.41,0.74,0.49,0.57,0.98,0.33,0.41,1.23,0.0,0.08,0.41,0.57,0.08,0.08,0.65,2.62,0.25,0.0,0.25,0.74,0.57,0.49,0.57,0.16,1.47,0.41,0.65,0.49,0.9,0.41,0.65,0.41,0.98,1.88,0.98,0.0,0.57,0.65,1.55,0.49,0.16,0.41,0.98,0.16,0.82,5.4,0.08,0.25,female
3.0,0.16,0.0,0.79,0.79,0.0,1.1,0.63,0.63,1.58,0.16,0.0,0.16,0.32,0.47,0.0,0.16,3.47,0.47,0.32,1.1,0.32,0.0,0.79,0.0,0.95,0.32,0.47,0.16,0.0,0.16,0.32,0.79,0.16,0.79,3.63,0.95,0.63,0.0,0.47,2.21,0.32,0.47,0.32,0.47,0.47,0.0,5.21,0.16,0.63,female
1.28,0.43,0.64,1.71,2.36,0.64,0.43,1.28,1.28,1.28,0.43,0.43,0.21,1.28,1.07,0.43,0.43,1.28,0.43,1.28,0.21,0.64,0.0,1.07,0.0,0.0,1.93,0.21,0.86,0.21,0.43,0.43,0.43,0.21,0.0,3.64,0.86,0.64,0.0,2.14,1.5,0.21,0.64,0.0,1.28,0.0,0.43,4.07,0.0,0.43,female
2.39,0.15,0.15,0.93,0.93,0.39,0.46,0.31,0.54,1.93,0.23,0.15,0.23,0.93,0.23,0.31,0.39,3.24,0.08,0.93,0.08,0.31,0.0,0.85,0.39,0.0,1.54,0.85,0.69,0.23,0.39,0.15,0.85,0.31,0.23,2.31,0.46,0.39,0.23,0.85,1.39,0.46,0.0,0.39,1.23,0.54,0.46,2.93,0.0,0.39,female
1.85,0.55,0.18,0.83,0.74,0.18,0.55,0.92,0.37,1.75,0.65,0.18,0.37,1.48,0.28,0.55,0.28,1.85,0.28,0.28,0.18,0.92,0.28,0.37,0.18,1.11,1.29,0.46,0.55,0.65,0.37,0.37,0.92,0.28,0.65,2.49,0.18,0.46,0.46,0.18,1.57,0.55,0.09,0.37,1.57,0.46,0.37,5.63,0.0,0.46,female
2.67,0.36,0.12,0.85,0.73,0.24,0.12,0.24,0.61,2.18,0.0,0.12,0.85,0.97,0.24,0.36,0.61,3.27,0.85,0.0,1.09,1.45,0.24,0.36,0.0,0.0,1.45,0.61,0.48,0.24,0.73,0.0,0.97,0.61,0.0,1.82,0.36,0.24,0.12,0.73,2.55,0.24,0.24,0.12,0.24,0.0,0.0,6.55,1.21,0.24,female
2.81,0.35,0.7,1.05,0.7,0.7,0.0,0.7,0.0,1.05,0.0,0.0,1.75,1.05,0.35,0.0,0.0,2.11,0.0,0.35,0.0,0.35,0.0,1.75,0.0,0.0,1.05,0.35,0.35,0.0,0.7,0.35,1.4,0.35,0.0,3.51,1.75,0.35,0.0,2.11,2.11,0.0,0.7,0.7,0.0,0.7,0.35,5.96,2.81,0.0,female
1.26,0.31,0.63,1.1,0.63,0.0,0.79,0.47,0.63,1.73,0.0,0.0,0.47,2.52,0.16,0.31,0.47,2.36,0.79,0.16,1.42,0.31,0.16,0.79,0.31,0.0,0.94,0.31,0.63,0.31,0.31,0.47,0.94,0.47,0.0,1.89,0.94,0.16,0.16,0.94,3.31,0.47,0.31,0.47,0.31,0.0,0.31,7.09,0.16,0.47,female
1.62,0.18,0.54,1.44,0.18,0.72,0.36,0.18,0.72,1.8,0.18,0.9,0.36,0.9,0.18,0.0,0.72,3.23,0.0,0.0,0.54,0.36,0.54,0.72,0.9,0.36,1.62,0.36,0.54,0.0,0.18,0.9,1.62,0.18,1.26,1.44,1.62,0.18,0.18,1.08,2.69,0.0,0.18,0.9,1.62,0.36,0.36,6.1,0.18,0.18,female
3.94,0.38,0.56,1.13,1.88,0.09,0.75,0.19,0.75,1.97,0.09,0.38,0.56,0.56,0.0,0.19,0.47,2.72,0.0,0.94,0.85,0.38,0.66,0.56,0.66,0.56,1.88,0.09,0.75,0.0,0.09,0.09,1.13,0.09,1.22,2.54,0.94,0.28,0.75,2.82,1.41,0.09,0.28,0.66,0.85,0.66,0.38,3.19,1.6,0.28,male
1.51,0.19,0.19,1.23,1.04,0.38,0.57,0.09,0.57,1.23,0.28,0.28,0.09,0.94,0.28,0.28,0.19,1.79,0.09,0.19,0.19,0.28,0.28,0.38,0.47,0.38,1.23,0.76,0.57,0.28,0.28,0.28,1.32,0.85,0.57,2.55,1.13,0.28,1.04,0.09,1.61,0.19,0.19,0.66,1.61,0.38,0.76,3.78,0.09,0.38,female
2.83,0.32,0.16,1.46,0.57,0.24,0.89,0.4,0.08,2.18,0.16,0.08,0.49,0.81,0.24,0.16,0.08,2.51,0.08,0.4,0.24,0.0,0.49,0.57,0.97,0.57,2.18,0.4,0.49,0.4,0.0,0.24,0.49,0.24,0.81,0.81,0.57,0.73,0.32,0.73,3.24,0.16,0.0,0.32,1.21,0.32,0.57,6.63,0.24,0.49,female
3.14,0.17,0.0,1.57,0.52,0.52,0.17,0.87,0.35,1.74,0.17,0.35,0.7,0.52,0.52,0.17,0.0,3.66,0.7,0.0,0.17,0.7,0.17,0.7,0.17,0.17,1.39,0.52,0.35,0.0,0.7,0.17,0.7,0.17,0.52,1.92,0.87,0.35,0.52,1.39,3.14,0.0,0.0,0.35,1.05,0.35,0.0,3.83,0.35,0.17,female
2.62,0.39,0.0,1.44,0.26,0.13,0.52,0.26,0.52,2.75,0.0,0.0,0.52,0.79,0.26,0.0,0.0,2.75,0.13,0.0,0.0,0.92,0.0,0.13,1.83,0.39,1.18,0.0,0.92,1.18,0.52,0.0,0.92,0.39,1.05,0.52,1.18,0.26,0.13,1.44,1.7,0.26,0.13,0.52,1.05,0.79,0.13,4.84,0.79,1.18,male
1.85,0.0,1.01,1.85,1.01,0.51,0.51,0.67,0.51,1.52,0.17,0.0,0.34,1.18,0.84,0.0,0.67,2.19,1.01,0.84,0.67,0.0,0.34,1.01,0.34,0.0,0.67,0.17,0.51,0.0,0.34,0.51,1.18,0.0,0.0,2.02,0.34,0.0,0.0,0.67,4.22,0.0,1.01,0.51,0.67,0.0,0.0,6.07,0.17,1.18,female
3.16,0.0,0.0,1.9,0.42,0.42,1.05,2.11,0.0,2.53,0.0,0.0,0.0,0.63,0.0,0.21,0.21,1.69,0.21,0.0,1.05,0.21,0.0,0.84,0.0,0.42,1.48,0.84,0.84,0.21,0.21,0.84,0.21,0.0,0.63,2.32,1.69,0.21,0.0,0.0,1.69,0.21,0.0,0.0,0.42,0.0,0.0,6.96,0.0,0.63,male
2.27,0.28,0.71,0.42,0.42,0.57,0.99,0.71,0.42,2.55,0.0,0.0,0.57,0.85,0.0,0.42,0.14,1.56,0.42,0.28,0.99,0.71,0.57,0.28,0.28,0.28,2.69,0.0,0.99,0.42,0.99,0.28,0.85,0.14,0.57,2.12,1.98,0.0,0.14,0.42,1.84,0.14,0.42,0.0,0.57,0.57,0.42,6.09,0.14,0.71,male
2.34,0.0,0.11,0.64,0.96,0.64,0.32,1.17,0.42,1.8,0.21,0.0,0.32,1.59,0.0,0.21,0.53,1.49,0.53,0.0,0.42,1.38,0.11,0.11,0.0,0.21,1.38,0.21,0.21,0.11,0.32,0.21,1.91,0.64,0.11,2.44,0.74,0.11,0.0,0.0,3.08,0.11,0.11,0.42,2.55,0.0,0.0,4.25,0.0,0.32,male
1.47,0.18,0.37,2.03,0.74,0.18,0.37,0.55,0.37,0.74,0.37,0.18,0.0,1.29,0.18,0.37,0.0,2.76,0.0,3.5,0.37,0.0,0.18,0.74,0.0,0.0,1.66,0.0,0.74,0.55,0.37,0.55,1.1,0.0,0.0,2.03,0.74,0.37,0.37,0.0,2.21,0.18,0.18,0.18,0.37,0.18,0.74,6.63,0.0,0.92,female
1.62,0.54,0.0,1.8,0.9,0.36,0.36,0.9,0.18,1.44,0.0,0.36,0.9,0.9,0.36,0.18,0.18,2.7,0.9,0.36,0.9,1.08,0.18,0.72,0.36,0.0,0.54,0.36,0.9,0.18,1.08,0.18,1.62,0.54,0.0,2.52,0.36,0.54,0.18,0.18,3.24,0.0,1.08,0.18,0.72,0.18,0.0,5.05,0.18,0.36,female
3.69,0.46,0.23,1.38,2.07,0.0,0.23,0.23,0.69,1.84,0.69,0.46,0.92,0.23,0.92,0.69,0.46,5.3,0.46,1.38,0.23,1.84,0.23,0.46,0.23,0.46,0.46,0.23,0.46,0.23,0.46,0.23,1.61,0.23,0.46,3.23,0.46,0.23,0.46,4.84,1.38,0.23,0.0,0.23,0.69,0.46,0.23,3.23,0.92,0.23,male
2.34,0.26,0.0,1.21,0.95,0.61,0.95,0.43,0.0,1.64,0.61,0.09,0.69,0.95,0.09,0.09,0.17,2.34,0.52,0.26,0.26,0.0,0.26,0.43,0.09,0.17,1.04,0.17,1.04,0.35,0.09,0.43,0.69,0.69,0.09,3.81,0.95,0.0,0.43,0.17,3.63,0.09,0.17,0.61,1.12,0.26,0.35,4.58,0.0,0.35,male
2.12,0.1,0.2,0.91,0.71,0.51,0.91,0.3,0.4,2.73,0.2,0.0,0.61,1.11,0.51,0.2,0.2,2.73,0.3,0.0,0.3,1.62,0.4,0.71,0.0,0.1,1.92,0.81,0.71,0.71,0.3,0.61,0.3,1.11,0.2,2.93,0.3,0.0,0.1,0.0,3.24,0.4,0.2,0.3,1.72,0.1,0.2,5.46,0.0,0.61,male
2.38,0.25,0.13,0.5,1.0,0.25,0.63,0.75,0.63,0.88,0.13,0.0,0.5,0.75,0.13,0.0,0.25,1.88,0.0,1.0,0.0,1.25,0.0,0.5,0.25,0.5,0.88,0.38,0.13,0.13,0.0,0.13,1.13,0.13,0.25,2.25,1.25,0.13,0.0,1.63,2.5,0.13,0.0,0.13,0.63,0.25,0.5,5.5,0.13,0.0,female
3.18,0.3,0.3,0.76,1.52,0.15,0.76,0.45,0.3,2.88,0.3,0.45,0.0,0.61,0.61,0.3,0.0,3.48,0.15,0.0,0.0,0.61,0.15,0.15,2.42,0.3,1.21,0.45,0.76,0.0,0.76,0.45,0.45,0.15,0.15,2.27,0.3,0.45,0.45,1.82,3.33,0.3,0.61,0.3,1.06,0.3,0.76,4.7,0.76,0.15,female
