% 1. Title: Gender Text Database 
@RELATION genderText

@ATTRIBUTE	all	NUMERIC
@ATTRIBUTE	just	NUMERIC
@ATTRIBUTE	over	NUMERIC
@ATTRIBUTE	years	NUMERIC
@ATTRIBUTE	its	NUMERIC
@ATTRIBUTE	how	NUMERIC
@ATTRIBUTE	had	NUMERIC
@ATTRIBUTE	to	NUMERIC
@ATTRIBUTE	has	NUMERIC
@ATTRIBUTE	then	NUMERIC
@ATTRIBUTE	them	NUMERIC
@ATTRIBUTE	his	NUMERIC
@ATTRIBUTE	get	NUMERIC
@ATTRIBUTE	breast	NUMERIC
@ATTRIBUTE	they	NUMERIC
@ATTRIBUTE	not	NUMERIC
@ATTRIBUTE	now	NUMERIC
@ATTRIBUTE	like	NUMERIC
@ATTRIBUTE	did	NUMERIC
@ATTRIBUTE	t	NUMERIC
@ATTRIBUTE	where	NUMERIC
@ATTRIBUTE	because	NUMERIC
@ATTRIBUTE	says	NUMERIC
@ATTRIBUTE	people	NUMERIC
@ATTRIBUTE	some	NUMERIC
@ATTRIBUTE	back	NUMERIC
@ATTRIBUTE	are	NUMERIC
@ATTRIBUTE	year	NUMERIC
@ATTRIBUTE	our	NUMERIC
@ATTRIBUTE	really	NUMERIC
@ATTRIBUTE	what	NUMERIC
@ATTRIBUTE	said	NUMERIC
@ATTRIBUTE	for	NUMERIC
@ATTRIBUTE	re	NUMERIC
@ATTRIBUTE	new	NUMERIC
@ATTRIBUTE	she	NUMERIC
@ATTRIBUTE	be	NUMERIC
@ATTRIBUTE	we	NUMERIC
@ATTRIBUTE	after	NUMERIC
@ATTRIBUTE	by	NUMERIC
@ATTRIBUTE	on	NUMERIC
@ATTRIBUTE	about	NUMERIC
@ATTRIBUTE	her	NUMERIC
@ATTRIBUTE	of	NUMERIC
@ATTRIBUTE	s	NUMERIC
@ATTRIBUTE	or	NUMERIC
@ATTRIBUTE	first	NUMERIC
@ATTRIBUTE	cancer	NUMERIC
@ATTRIBUTE	into	NUMERIC
@ATTRIBUTE	one	NUMERIC
@ATTRIBUTE	your	NUMERIC
@ATTRIBUTE	from	NUMERIC
@ATTRIBUTE	would	NUMERIC
@ATTRIBUTE	there	NUMERIC
@ATTRIBUTE	two	NUMERIC
@ATTRIBUTE	been	NUMERIC
@ATTRIBUTE	their	NUMERIC
@ATTRIBUTE	much	NUMERIC
@ATTRIBUTE	music	NUMERIC
@ATTRIBUTE	was	NUMERIC
@ATTRIBUTE	more	NUMERIC
@ATTRIBUTE	that	NUMERIC
@ATTRIBUTE	but	NUMERIC
@ATTRIBUTE	with	NUMERIC
@ATTRIBUTE	than	NUMERIC
@ATTRIBUTE	he	NUMERIC
@ATTRIBUTE	me	NUMERIC
@ATTRIBUTE	this	NUMERIC
@ATTRIBUTE	up	NUMERIC
@ATTRIBUTE	will	NUMERIC
@ATTRIBUTE	can	NUMERIC
@ATTRIBUTE	were	NUMERIC
@ATTRIBUTE	my	NUMERIC
@ATTRIBUTE	and	NUMERIC
@ATTRIBUTE	ve	NUMERIC
@ATTRIBUTE	do	NUMERIC
@ATTRIBUTE	is	NUMERIC
@ATTRIBUTE	it	NUMERIC
@ATTRIBUTE	an	NUMERIC
@ATTRIBUTE	as	NUMERIC
@ATTRIBUTE	good	NUMERIC
@ATTRIBUTE	at	NUMERIC
@ATTRIBUTE	have	NUMERIC
@ATTRIBUTE	in	NUMERIC
@ATTRIBUTE	if	NUMERIC
@ATTRIBUTE	no	NUMERIC
@ATTRIBUTE	when	NUMERIC
@ATTRIBUTE	also	NUMERIC
@ATTRIBUTE	other	NUMERIC
@ATTRIBUTE	which	NUMERIC
@ATTRIBUTE	you	NUMERIC
@ATTRIBUTE	out	NUMERIC
@ATTRIBUTE	who	NUMERIC
@ATTRIBUTE	a	NUMERIC
@ATTRIBUTE	i	NUMERIC
@ATTRIBUTE	many	NUMERIC
@ATTRIBUTE	m	NUMERIC
@ATTRIBUTE	so	NUMERIC
@ATTRIBUTE	time	NUMERIC
@ATTRIBUTE	the	NUMERIC
@ATTRIBUTE	gender	{male,female}

@DATA
0.57,0.37,0.1,0.3,0.0,0.2,0.33,2.53,0.1,0.0,0.27,0.23,0.27,0.0,0.27,0.23,0.23,0.33,0.07,0.6,0.17,0.13,0.0,0.13,0.3,0.27,0.37,0.6,0.43,0.97,0.67,0.07,1.07,0.47,0.33,0.0,0.67,1.5,0.07,0.2,0.93,0.4,0.0,2.0,1.73,0.23,0.17,0.0,0.27,0.4,0.33,0.5,0.13,0.53,0.2,0.4,0.07,0.17,0.33,0.87,0.27,2.0,0.53,0.93,0.1,0.23,0.53,0.83,0.37,0.03,0.53,0.23,0.43,2.66,0.67,0.3,0.83,2.1,0.3,0.3,0.07,0.63,0.2,1.53,0.2,0.17,0.27,0.07,0.2,0.23,1.97,0.4,0.1,2.7,2.66,0.0,0.53,0.7,0.6,4.36,male
0.0,0.38,0.13,0.25,0.0,0.38,0.25,1.88,0.88,0.13,0.0,0.88,0.0,0.0,0.13,1.13,0.0,0.0,0.0,0.13,0.38,0.5,0.0,0.25,0.0,0.0,0.88,0.13,0.0,0.13,0.38,0.13,0.75,0.0,0.0,0.0,0.13,0.0,0.25,0.63,0.38,0.63,0.0,3.13,0.75,0.0,0.0,0.0,0.0,0.13,0.0,0.75,0.13,0.25,0.0,1.0,0.25,0.0,0.0,0.25,0.25,2.38,0.5,0.38,0.13,0.38,0.0,0.88,0.25,0.13,0.0,0.13,0.0,2.63,0.0,0.25,2.38,0.38,0.0,0.5,0.0,0.0,0.88,2.38,0.0,0.13,0.0,0.13,0.13,0.13,0.0,0.13,0.75,2.25,0.25,0.13,0.0,0.13,0.0,6.63,male
0.3,0.15,0.15,0.15,0.0,0.15,0.3,2.72,0.15,0.15,0.45,0.0,0.15,0.0,0.15,0.76,0.0,0.6,0.15,0.76,0.3,0.6,0.0,0.3,0.3,0.6,0.3,0.0,0.3,0.15,0.3,0.15,1.06,0.15,0.0,1.21,0.45,0.76,0.15,0.3,1.06,0.45,0.15,2.27,0.3,0.76,0.15,0.0,0.15,0.0,0.15,0.6,0.15,0.6,0.15,0.45,0.45,0.0,0.0,1.21,0.3,1.21,1.21,1.21,0.15,0.0,0.15,0.3,0.15,0.15,0.0,0.0,0.6,3.47,0.0,0.15,0.3,1.21,0.76,0.3,0.15,0.3,0.3,0.76,0.3,0.0,0.3,0.3,0.3,0.3,1.06,0.6,0.15,2.87,1.06,0.15,0.15,0.45,0.15,4.38,female
0.18,0.18,0.54,0.72,0.36,0.18,0.0,1.62,0.18,0.0,0.36,0.72,0.0,0.0,0.36,0.72,0.0,0.36,0.18,0.36,0.18,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.36,0.18,0.0,0.54,0.0,0.0,0.18,0.18,0.18,0.0,1.08,0.36,0.0,0.0,3.78,1.98,0.54,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.36,0.18,0.9,0.18,0.0,0.0,0.54,1.08,0.54,0.9,0.54,0.18,0.36,0.18,0.54,0.0,0.54,0.54,0.0,3.24,0.0,0.18,1.08,1.08,0.0,0.9,0.18,0.18,0.72,1.8,0.18,0.0,0.0,0.0,0.18,0.36,0.18,0.0,0.36,1.62,0.18,0.0,0.0,0.18,0.0,7.03,male
0.35,0.65,0.17,0.13,0.0,0.56,0.26,3.52,0.39,0.17,0.0,0.04,0.26,0.0,0.26,0.26,0.17,0.74,0.0,1.13,0.13,0.43,0.0,0.48,0.35,0.22,0.48,0.04,0.0,0.3,1.35,0.13,0.83,0.78,0.04,0.0,0.48,0.04,0.0,0.22,0.7,0.3,0.0,2.69,1.26,0.74,0.0,0.0,0.17,0.09,0.83,0.22,0.61,0.13,0.04,0.09,0.22,0.17,1.22,0.65,0.26,3.09,0.78,0.7,0.0,0.13,0.26,0.48,0.22,0.13,1.13,0.09,0.3,2.26,0.13,0.87,0.74,2.13,0.39,0.35,0.09,0.26,0.52,1.35,0.56,0.09,0.17,0.09,0.13,0.04,3.87,0.35,0.13,2.69,2.39,0.22,0.26,0.43,0.3,3.35,male
0.36,0.49,0.0,0.24,0.0,0.24,0.12,2.07,0.24,0.12,0.12,0.0,0.24,0.0,0.24,0.49,0.24,0.12,0.0,0.24,0.24,0.12,0.73,0.0,0.12,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.61,0.12,0.12,0.0,0.12,0.0,0.12,0.36,0.36,0.12,0.0,2.07,1.09,0.24,0.0,0.0,0.0,0.0,0.24,0.36,0.12,0.36,0.12,0.24,0.24,0.24,0.0,1.34,0.0,0.24,0.24,0.73,0.0,0.12,0.0,0.49,0.61,0.24,0.36,1.46,0.0,3.65,0.0,0.0,0.73,0.85,0.49,0.73,0.36,0.0,0.36,1.46,0.12,0.36,0.0,0.24,0.12,0.61,0.61,0.36,0.0,1.7,0.0,0.49,0.0,0.24,0.12,7.78,female
0.0,0.0,0.38,0.19,0.38,0.0,0.19,2.67,0.38,0.0,0.0,0.0,0.19,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.19,0.0,0.76,0.0,0.19,0.0,0.76,0.76,0.0,0.19,0.19,0.0,1.91,0.0,0.76,0.19,0.19,0.0,0.0,0.95,0.19,0.19,0.0,3.44,0.38,0.0,0.0,0.0,0.0,0.76,0.0,0.57,0.38,0.19,0.0,0.0,0.19,0.19,0.0,0.38,0.57,0.95,0.19,0.38,0.38,0.0,0.0,0.0,0.76,0.19,0.19,0.19,0.0,1.91,0.0,0.0,0.76,0.57,0.38,0.19,0.19,0.19,0.38,5.34,0.19,0.19,0.0,0.0,0.19,0.57,0.38,0.19,0.0,3.44,0.0,0.38,0.0,0.0,0.0,7.44,female
0.71,0.0,0.09,0.0,0.09,0.35,0.53,3.44,0.0,0.09,0.44,0.0,0.26,0.0,0.53,0.88,0.18,0.26,0.35,0.35,0.18,0.44,0.0,0.35,0.26,0.35,0.53,0.0,0.88,0.18,0.97,0.0,0.18,0.09,0.18,0.09,0.35,3.09,0.0,0.09,0.97,0.71,0.0,2.03,0.53,0.35,0.35,0.0,0.18,0.35,0.09,0.35,0.35,0.71,0.0,0.18,0.18,0.26,0.18,1.23,0.26,1.06,0.88,0.88,0.18,0.18,0.09,0.44,0.53,0.0,0.09,0.44,0.0,3.0,0.0,0.26,1.15,1.94,0.35,0.88,0.26,1.06,0.62,1.23,0.09,0.09,0.18,0.44,0.0,0.44,1.23,0.44,0.26,1.85,0.62,0.18,0.0,0.97,0.26,4.76,male
0.49,0.24,0.0,0.24,0.0,0.0,0.24,2.44,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.24,0.0,0.49,0.0,0.0,0.73,0.0,0.0,0.0,1.71,0.0,0.24,0.0,0.98,0.98,0.0,0.0,1.71,0.24,0.0,2.2,2.2,0.0,0.0,0.0,0.24,0.24,0.24,0.49,0.49,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,2.2,0.0,0.73,0.0,0.0,0.0,1.22,0.0,1.22,0.73,0.0,0.24,2.44,0.0,0.0,0.73,1.22,0.24,0.0,0.0,0.0,0.0,3.17,0.49,0.0,0.24,0.0,0.0,0.24,0.73,0.73,0.24,2.68,0.49,0.24,0.0,0.49,0.0,4.63,female
0.74,0.33,0.08,0.08,0.08,0.16,0.33,1.4,0.25,0.0,0.16,0.16,0.08,0.0,0.08,0.41,0.25,0.33,0.16,1.23,0.08,0.33,0.08,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.41,0.25,0.66,0.33,0.33,0.49,0.49,0.49,0.16,0.74,0.66,0.82,0.33,1.81,2.06,0.0,0.33,0.0,0.08,0.25,0.33,0.41,0.41,0.08,0.25,0.25,0.16,0.16,0.0,0.74,0.16,1.23,0.66,0.66,0.08,1.07,0.0,0.25,0.33,0.16,0.0,0.25,0.08,2.22,0.0,0.08,0.99,0.91,0.16,0.66,0.25,0.08,0.49,1.48,0.25,0.08,0.16,0.33,0.16,0.16,0.66,0.25,0.74,2.22,0.41,0.0,0.16,0.58,0.16,3.54,female
0.3,0.3,0.15,0.22,0.07,0.22,0.9,3.0,0.0,0.07,0.15,0.15,0.82,0.0,0.82,0.15,0.07,0.22,0.15,0.67,0.0,0.52,0.0,1.2,0.37,0.37,0.07,0.07,0.0,0.52,0.37,0.07,0.37,0.15,0.0,0.75,0.15,0.75,0.37,0.3,0.75,0.82,0.82,1.87,1.35,0.07,0.22,0.0,0.37,0.45,0.3,0.15,0.22,0.75,0.15,0.45,0.22,0.0,0.15,3.0,0.15,1.35,0.37,0.97,0.07,0.97,0.3,0.97,0.52,0.0,0.22,0.45,0.22,3.3,0.3,0.07,0.22,2.02,0.22,0.3,0.15,0.75,0.52,1.95,0.07,0.3,0.45,0.07,0.0,0.0,0.9,0.3,0.45,2.92,2.17,0.22,0.15,0.6,0.67,4.27,male
1.2,0.0,0.15,0.15,0.0,0.6,0.45,4.8,0.0,0.0,0.45,0.15,0.0,0.0,0.75,0.45,0.3,0.15,0.0,0.45,0.45,0.0,1.5,1.05,0.0,0.3,0.6,0.0,0.6,0.0,0.75,0.15,0.3,0.0,0.45,2.1,0.3,2.25,0.0,0.45,0.6,0.15,1.05,1.8,0.75,0.0,0.0,0.0,0.3,0.3,0.6,1.05,0.0,0.15,0.3,0.0,0.15,0.0,0.0,0.3,0.0,0.75,0.45,0.45,0.0,0.0,0.15,0.3,0.0,0.45,0.3,0.0,0.75,2.1,0.0,0.6,1.5,0.45,0.0,0.15,0.15,0.3,1.05,2.25,0.3,0.45,0.0,0.0,0.0,0.0,0.3,0.0,0.15,1.5,1.5,0.15,0.15,0.15,0.0,5.1,male
0.46,0.53,0.13,0.27,0.07,0.33,0.6,1.66,0.33,0.46,0.27,0.0,0.46,0.0,0.53,0.13,0.33,0.66,0.33,0.66,0.13,0.66,0.0,0.4,0.46,0.4,0.33,0.13,0.07,0.27,0.13,0.0,0.66,0.4,0.07,0.0,0.27,1.39,0.13,0.13,0.8,0.6,0.0,1.13,1.46,0.4,0.13,0.0,0.33,0.4,0.2,0.66,0.27,0.53,0.13,0.07,0.33,0.07,0.73,2.12,0.27,2.12,0.46,0.6,0.0,0.2,0.2,0.4,0.4,0.13,0.07,0.8,0.07,3.92,0.2,0.2,0.46,3.45,0.13,0.73,0.07,0.66,0.4,1.2,0.27,0.27,0.6,0.0,0.07,0.13,1.46,0.8,0.13,1.99,2.99,0.0,0.07,0.8,0.46,3.45,male
0.13,0.79,0.26,0.26,0.0,0.13,0.53,1.32,0.0,0.26,0.13,0.26,0.26,0.0,0.92,0.13,0.26,0.4,0.26,0.66,0.0,0.0,0.13,0.66,0.0,0.13,0.4,0.26,0.13,0.26,0.4,0.79,1.06,0.26,0.26,0.0,0.13,0.53,0.4,0.13,0.26,1.19,0.0,1.59,0.79,0.26,0.13,0.0,0.13,0.53,0.0,0.0,0.0,0.0,0.26,0.4,0.26,0.0,0.0,0.66,0.66,1.19,0.66,0.4,0.4,1.45,0.53,0.26,0.4,0.0,0.4,0.79,0.53,2.25,0.0,0.13,0.13,1.06,0.53,0.92,0.79,0.26,0.13,1.98,0.0,0.0,0.26,0.0,0.0,0.26,1.59,0.4,0.26,2.25,1.98,0.13,0.4,0.4,0.4,5.02,male
0.11,0.11,0.11,0.11,0.0,0.34,0.22,2.58,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.78,0.11,0.0,0.22,0.0,0.11,0.0,0.0,0.0,1.57,0.0,0.22,0.11,0.67,0.45,0.11,0.67,1.23,0.11,0.22,3.48,1.23,0.11,0.0,0.0,0.22,0.45,0.0,0.56,0.0,0.34,0.0,0.0,0.34,0.0,0.0,0.45,0.11,1.01,0.56,1.12,0.11,0.34,0.56,0.56,0.11,0.11,0.34,0.11,0.67,4.15,0.0,0.22,1.57,0.22,0.56,0.67,0.0,0.34,0.45,1.57,0.22,0.0,0.0,0.11,0.11,0.45,0.0,0.34,0.34,2.02,0.67,0.0,0.0,0.22,0.22,7.29,female
0.58,0.19,0.0,0.0,0.0,0.39,0.58,1.94,0.0,0.19,0.58,0.0,0.0,0.0,0.78,0.39,0.0,0.19,0.0,0.0,0.58,0.19,0.0,0.19,0.97,0.0,1.55,0.0,0.0,0.0,0.0,0.19,1.16,0.0,0.19,0.0,0.19,0.19,0.0,0.39,0.97,0.78,0.0,1.74,0.19,0.19,0.19,0.0,0.19,0.0,0.0,0.39,0.19,0.39,0.19,0.58,0.0,0.0,0.0,1.55,0.19,0.97,0.58,0.19,0.0,0.0,0.0,0.97,0.0,0.0,0.39,0.0,0.78,2.33,0.0,0.39,1.94,1.94,0.78,0.97,0.39,0.0,0.78,2.52,0.58,0.0,0.39,0.0,0.0,0.19,1.36,0.0,0.0,3.49,1.55,0.39,0.0,0.19,0.0,4.46,female
0.39,0.0,0.39,0.31,0.0,0.62,0.08,2.85,0.62,0.31,0.31,0.08,0.23,0.0,0.31,0.31,0.08,0.31,0.15,0.08,0.39,0.15,0.0,0.85,0.46,0.39,0.62,0.0,0.08,0.0,1.23,0.0,1.08,0.23,0.31,0.0,0.46,0.31,0.23,0.15,0.93,0.39,0.0,2.31,1.0,0.23,0.15,0.0,0.15,0.93,0.46,0.62,0.39,0.85,0.15,0.46,0.15,0.31,1.16,0.69,0.23,1.08,0.39,1.23,0.0,0.31,1.08,0.15,0.08,0.08,0.08,0.23,0.62,3.32,0.69,0.93,0.62,0.77,0.23,0.54,0.15,0.39,0.54,1.93,0.15,0.46,0.46,0.08,0.31,0.31,3.09,0.23,0.31,1.54,3.32,0.23,0.39,0.46,0.69,4.63,male
0.12,0.83,0.12,0.0,0.12,0.12,0.24,2.95,0.12,0.0,0.35,0.12,0.0,0.0,0.12,0.35,0.0,0.35,0.12,0.59,0.12,0.12,0.0,0.24,0.0,0.24,0.47,0.35,0.71,0.12,0.24,0.0,0.59,0.0,0.0,0.0,0.24,0.71,0.0,0.24,0.94,0.35,0.12,2.95,1.18,1.06,0.0,0.0,0.24,0.59,0.0,0.35,0.12,0.0,0.24,0.0,0.12,0.35,0.0,0.12,0.47,1.65,0.47,1.06,0.35,0.0,0.47,0.83,0.47,0.12,0.35,0.0,0.59,1.89,0.12,0.24,0.83,1.18,0.47,0.83,0.0,0.59,0.47,1.65,0.47,0.12,0.35,0.12,0.12,0.0,0.94,0.47,0.24,2.0,2.24,0.24,0.0,0.59,0.12,4.01,female
0.3,0.26,0.11,0.49,0.04,0.38,0.49,2.6,0.19,0.15,0.15,0.34,0.04,0.0,0.45,0.3,0.15,0.56,0.11,0.6,0.11,0.45,0.04,0.38,0.45,0.0,0.41,0.08,0.0,0.26,0.87,0.04,0.64,0.56,0.08,0.11,0.68,0.68,0.08,0.04,0.6,0.34,0.04,2.07,2.48,0.53,0.23,0.0,0.04,0.11,0.34,0.45,0.11,0.45,0.11,0.3,0.0,0.11,0.6,1.09,0.26,2.48,0.87,1.02,0.0,0.6,0.53,0.75,0.15,0.04,0.79,0.19,0.75,2.82,0.41,0.9,0.68,2.93,0.41,0.53,0.08,0.41,0.75,1.66,0.26,0.15,0.56,0.11,0.08,0.23,2.18,0.41,0.11,2.14,2.78,0.19,0.11,0.68,0.19,3.65,male
0.23,0.12,0.0,0.35,0.0,0.47,0.23,3.64,0.47,0.12,0.12,0.23,0.12,0.0,0.0,0.23,0.12,0.12,0.23,0.23,0.23,0.0,0.0,0.12,0.12,0.0,0.35,0.12,0.0,0.0,0.82,0.0,0.94,0.12,0.59,0.35,1.06,0.35,0.0,0.0,0.82,0.35,0.0,3.17,1.29,0.23,0.0,0.0,0.0,0.12,0.59,0.47,0.23,0.7,0.0,0.82,0.82,0.12,0.7,0.12,0.47,0.23,0.47,0.82,0.0,0.12,0.47,0.23,0.35,0.47,0.12,0.0,0.7,2.11,0.59,0.47,0.47,2.35,0.47,0.82,0.0,0.47,1.06,0.82,0.23,0.0,0.12,0.12,0.12,0.23,1.88,0.35,0.23,3.52,2.35,0.12,0.47,0.0,0.35,4.11,male
0.53,0.63,0.11,0.0,0.0,0.11,0.21,2.84,0.21,0.11,0.0,0.63,0.11,0.0,0.53,0.63,0.32,0.21,0.0,0.53,0.21,0.32,0.21,0.21,0.0,0.0,0.63,0.0,0.53,0.11,0.42,0.21,0.84,0.21,0.21,0.53,0.32,0.53,0.11,0.42,0.53,0.21,0.21,2.0,1.05,0.53,0.21,0.0,0.21,0.0,0.42,0.32,0.0,0.32,0.11,0.0,0.32,0.32,0.0,0.53,0.42,1.26,0.74,1.26,0.42,0.42,0.11,0.42,0.32,0.11,0.42,0.42,0.0,2.1,0.0,0.21,1.05,1.05,0.21,0.95,0.21,0.42,0.42,2.21,0.21,0.0,0.63,0.42,0.0,0.21,1.79,0.63,0.21,2.31,0.21,0.11,0.0,0.21,0.11,4.52,female
0.19,0.0,0.19,0.19,0.0,0.0,0.0,3.45,0.19,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.19,0.0,0.38,0.19,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.38,0.19,0.19,0.0,0.57,0.0,0.38,0.38,0.38,0.77,0.0,0.77,1.15,0.77,0.38,4.21,1.72,0.38,0.19,0.0,0.96,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.19,0.57,0.0,0.0,0.19,1.53,1.15,0.57,0.19,0.0,0.38,1.15,0.38,0.0,0.38,0.0,0.19,1.72,0.38,0.0,0.77,1.53,0.19,1.15,0.19,0.38,0.77,1.15,0.19,0.19,0.38,0.19,0.19,0.57,0.19,0.0,0.0,1.72,1.34,0.38,0.38,0.19,0.0,5.94,female
0.16,0.8,0.0,0.0,0.0,0.16,0.48,3.34,0.16,0.0,0.16,0.0,0.32,0.0,0.64,0.48,0.0,0.16,0.16,0.96,0.0,0.48,0.0,0.64,0.16,0.0,0.16,0.0,0.16,0.16,0.32,0.8,0.48,0.0,0.0,4.14,0.8,0.16,0.16,0.64,1.11,0.48,2.23,0.96,1.11,0.16,0.32,0.0,0.0,0.48,0.0,0.32,0.0,0.32,0.16,0.32,0.0,0.32,0.0,1.91,0.48,1.11,0.8,0.32,0.48,0.0,1.11,0.0,0.48,0.0,0.0,0.48,0.32,1.59,0.0,0.0,0.32,0.96,0.32,0.32,0.32,0.48,0.16,1.11,0.64,0.32,0.64,0.32,0.32,0.16,0.64,0.16,0.48,0.96,1.75,0.16,0.16,1.43,0.64,3.34,female
0.64,0.64,0.14,0.21,0.0,0.78,0.14,2.19,0.14,0.0,0.0,0.14,0.14,0.0,0.14,0.14,0.14,0.35,0.5,0.42,0.21,0.0,0.07,0.28,0.07,0.14,0.42,0.0,0.14,0.28,0.64,0.0,1.13,0.14,0.14,0.57,0.35,0.07,0.14,0.07,0.92,0.64,0.42,1.63,1.42,0.07,0.21,0.0,0.07,0.07,0.71,0.21,0.14,0.14,0.07,0.21,0.0,0.14,0.85,0.71,0.14,0.78,0.21,0.78,0.14,0.07,0.85,0.21,0.35,0.07,0.07,0.28,1.84,2.62,0.14,0.28,0.92,0.99,0.5,0.35,0.35,0.78,0.57,1.63,0.07,0.14,0.35,0.14,0.21,0.07,2.05,0.14,0.07,2.69,5.24,0.07,0.85,0.42,0.21,3.96,male
0.18,0.28,0.09,0.28,0.28,0.09,0.73,2.3,1.01,0.28,0.0,0.92,0.09,0.0,0.09,0.64,0.09,0.09,0.09,0.55,0.09,0.37,0.0,0.28,0.28,0.0,0.28,0.09,0.0,0.0,0.46,0.09,1.29,0.0,0.18,0.0,0.55,0.18,0.37,0.64,0.37,0.28,0.09,2.2,1.29,0.18,0.18,0.09,0.0,0.28,0.0,0.18,0.18,0.18,0.18,0.64,0.09,0.09,0.0,0.73,0.46,1.1,0.55,0.83,0.09,1.84,0.18,0.37,0.09,0.09,0.0,0.09,0.09,3.03,0.0,0.18,1.1,1.56,0.18,1.19,0.0,0.28,0.37,1.93,0.46,0.09,0.37,0.0,0.18,0.18,0.0,0.37,0.37,3.12,1.01,0.09,0.0,0.28,0.09,4.5,male
0.31,0.0,0.21,0.41,0.0,0.0,0.21,3.72,0.31,0.1,0.21,0.1,0.1,0.0,0.31,1.65,0.21,0.0,0.0,0.0,0.1,0.0,0.52,0.52,0.0,0.21,0.62,0.1,0.21,0.1,0.31,0.0,0.93,0.0,0.21,0.1,0.62,0.41,0.0,0.83,0.41,0.0,0.0,3.31,0.1,0.62,0.21,0.0,0.0,0.93,0.1,0.41,0.0,0.62,0.1,0.21,0.0,0.0,0.0,0.1,0.21,1.86,0.31,0.21,0.21,0.21,0.0,0.31,0.1,0.1,0.0,0.21,0.52,1.34,0.0,0.93,2.07,0.83,0.62,0.31,0.1,0.83,1.76,1.34,0.52,0.72,0.0,0.1,0.0,0.1,0.93,0.31,0.62,3.52,1.03,0.41,0.0,0.21,0.1,5.17,female
0.87,0.12,0.0,0.5,0.25,0.12,0.62,3.47,0.25,0.12,0.12,0.25,0.0,1.24,0.25,0.62,0.12,0.12,0.0,0.0,0.0,0.0,0.12,0.25,0.37,0.12,0.5,0.12,0.12,0.0,0.0,0.12,0.87,0.0,0.12,0.0,0.74,0.25,0.74,0.25,0.74,0.12,0.0,2.35,0.25,0.62,0.0,1.61,0.12,0.12,0.12,0.5,0.5,0.25,0.0,0.25,0.37,0.25,0.0,0.74,0.0,1.49,0.62,0.99,0.0,0.5,0.62,0.37,0.12,0.62,0.62,0.62,1.49,3.35,0.0,0.37,0.87,0.37,0.12,0.74,0.12,0.25,1.36,1.49,0.62,0.12,0.74,0.0,0.37,0.37,0.62,0.37,0.74,1.98,3.72,0.25,0.0,0.62,0.12,5.7,female
0.13,0.26,0.19,0.26,0.0,0.13,0.19,3.19,0.06,0.06,0.0,0.38,0.38,0.0,0.32,0.13,0.26,0.51,0.19,0.64,0.0,0.32,0.0,0.57,0.38,0.51,0.51,0.0,0.7,0.57,0.57,0.0,0.89,0.51,0.32,0.06,0.51,2.3,0.19,0.13,1.15,0.38,0.0,1.85,1.53,0.26,0.26,0.0,0.19,0.38,0.19,0.38,0.19,0.38,0.26,0.26,0.13,0.26,0.32,1.79,0.26,1.21,0.7,1.02,0.13,0.64,0.26,0.7,0.26,0.06,0.32,0.26,0.13,2.49,0.26,0.64,0.89,2.36,0.26,0.38,0.26,0.51,1.02,2.1,0.06,0.0,0.32,0.19,0.26,0.19,1.79,0.13,0.19,2.61,1.85,0.32,0.19,0.89,0.51,5.17,male
0.3,0.45,0.3,0.89,0.89,0.0,0.3,2.08,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.15,0.45,0.0,0.59,0.89,0.15,0.15,0.15,0.15,0.89,0.0,0.15,0.0,0.45,0.89,0.15,0.3,1.04,0.15,0.0,3.12,0.89,0.15,0.45,0.0,0.0,0.15,0.0,0.3,0.0,0.0,0.45,0.74,0.15,0.0,0.0,0.74,0.45,2.37,0.15,0.45,0.89,0.3,0.0,0.74,0.15,0.59,0.0,0.0,0.0,1.93,0.0,0.0,1.34,0.74,0.15,0.74,0.0,0.59,0.15,1.93,0.0,0.0,0.3,0.15,0.0,0.59,0.15,0.3,0.0,2.52,0.0,0.15,0.0,0.0,0.0,6.38,male
